k,covered,hallucinations,recall,precision,F1,F0_5,F2
1,1,0,0.013157894736842105,1.0,0.025974025974025976,0.0625,0.016393442622950817
2,2,0,0.02631578947368421,1.0,0.05128205128205127,0.11904761904761905,0.032679738562091505
3,3,0,0.039473684210526314,1.0,0.07594936708860758,0.17045454545454544,0.048859934853420196
4,4,0,0.05263157894736842,1.0,0.1,0.21739130434782608,0.06493506493506494
5,5,0,0.06578947368421052,1.0,0.12345679012345677,0.26041666666666663,0.08090614886731391
6,6,0,0.07894736842105263,1.0,0.14634146341463414,0.3,0.09677419354838711
7,7,0,0.09210526315789473,1.0,0.1686746987951807,0.3365384615384615,0.11254019292604502
8,8,0,0.10526315789473684,1.0,0.1904761904761905,0.37037037037037035,0.1282051282051282
9,9,0,0.11842105263157894,1.0,0.2117647058823529,0.4017857142857143,0.14376996805111822
10,10,0,0.13157894736842105,1.0,0.23255813953488372,0.43103448275862066,0.15923566878980888
11,11,0,0.14473684210526316,1.0,0.2528735632183908,0.45833333333333337,0.17460317460317462
12,12,0,0.15789473684210525,1.0,0.2727272727272727,0.4838709677419355,0.189873417721519
13,13,0,0.17105263157894737,1.0,0.29213483146067415,0.5078125,0.20504731861198736
14,14,0,0.18421052631578946,1.0,0.3111111111111111,0.5303030303030303,0.22012578616352202
15,15,0,0.19736842105263158,1.0,0.32967032967032966,0.5514705882352942,0.23510971786833856
16,16,0,0.21052631578947367,1.0,0.34782608695652173,0.5714285714285714,0.25
17,17,0,0.2236842105263158,1.0,0.3655913978494624,0.5902777777777778,0.26479750778816197
18,18,0,0.23684210526315788,1.0,0.38297872340425526,0.6081081081081081,0.27950310559006214
19,19,0,0.25,1.0,0.4,0.625,0.29411764705882354
20,20,0,0.2631578947368421,1.0,0.4166666666666667,0.6410256410256411,0.3086419753086419
21,21,0,0.27631578947368424,1.0,0.4329896907216495,0.65625,0.32307692307692315
22,22,0,0.2894736842105263,1.0,0.4489795918367347,0.6707317073170732,0.3374233128834356
23,22,1,0.2894736842105263,0.9565217391304348,0.4444444444444444,0.6547619047619049,0.3363914373088685
24,23,1,0.3026315789473684,0.9583333333333334,0.46,0.6686046511627908,0.350609756097561
25,24,1,0.3157894736842105,0.96,0.47524752475247517,0.6818181818181818,0.36474164133738596
26,25,1,0.32894736842105265,0.9615384615384616,0.4901960784313726,0.6944444444444444,0.3787878787878788
27,26,1,0.34210526315789475,0.9629629629629629,0.5048543689320388,0.7065217391304347,0.3927492447129909
28,27,1,0.35526315789473684,0.9642857142857143,0.5192307692307693,0.7180851063829787,0.4066265060240964
29,28,1,0.3684210526315789,0.9655172413793104,0.5333333333333333,0.7291666666666667,0.4204204204204204
30,29,1,0.3815789473684211,0.9666666666666667,0.5471698113207547,0.7397959183673469,0.43413173652694614
31,30,1,0.39473684210526316,0.967741935483871,0.5607476635514018,0.75,0.4477611940298508
32,31,1,0.40789473684210525,0.96875,0.5740740740740741,0.7598039215686274,0.4613095238095238
33,32,1,0.42105263157894735,0.9696969696969697,0.5871559633027523,0.7692307692307692,0.47477744807121663
34,33,1,0.4342105263157895,0.9705882352941176,0.6000000000000001,0.7783018867924528,0.4881656804733727
35,33,2,0.4342105263157895,0.9428571428571428,0.5945945945945946,0.763888888888889,0.4867256637168142
36,34,2,0.4473684210526316,0.9444444444444444,0.6071428571428572,0.7727272727272728,0.5
37,35,2,0.4605263157894737,0.9459459459459459,0.6194690265486725,0.78125,0.5131964809384164
38,36,2,0.47368421052631576,0.9473684210526315,0.631578947368421,0.7894736842105263,0.5263157894736843
39,37,2,0.4868421052631579,0.9487179487179487,0.6434782608695652,0.7974137931034483,0.5393586005830905
40,38,2,0.5,0.95,0.6551724137931034,0.8050847457627118,0.5523255813953488
41,38,3,0.5,0.926829268292683,0.6495726495726496,0.7916666666666667,0.5507246376811595
42,39,3,0.5131578947368421,0.9285714285714286,0.6610169491525424,0.7991803278688525,0.5635838150289018
43,39,4,0.5131578947368421,0.9069767441860465,0.6554621848739496,0.7862903225806451,0.5619596541786744
44,40,4,0.5263157894736842,0.9090909090909091,0.6666666666666666,0.7936507936507935,0.5747126436781608
45,41,4,0.5394736842105263,0.9111111111111111,0.6776859504132231,0.8007812500000001,0.5873925501432665
46,42,4,0.5526315789473685,0.9130434782608695,0.6885245901639344,0.8076923076923077,0.6000000000000001
47,42,5,0.5526315789473685,0.8936170212765957,0.6829268292682927,0.7954545454545453,0.5982905982905984
48,43,5,0.5657894736842105,0.8958333333333334,0.6935483870967741,0.8022388059701493,0.6107954545454546
49,44,5,0.5789473684210527,0.8979591836734694,0.704,0.8088235294117646,0.623229461756374
50,45,5,0.5921052631578947,0.9,0.7142857142857143,0.8152173913043478,0.6355932203389829
51,46,5,0.6052631578947368,0.9019607843137255,0.7244094488188977,0.8214285714285714,0.647887323943662
52,46,6,0.6052631578947368,0.8846153846153846,0.71875,0.8098591549295775,0.646067415730337
53,46,7,0.6052631578947368,0.8679245283018868,0.7131782945736433,0.7986111111111112,0.6442577030812324
54,47,7,0.618421052631579,0.8703703703703703,0.723076923076923,0.8047945205479452,0.6564245810055865
55,47,8,0.618421052631579,0.8545454545454545,0.7175572519083969,0.7939189189189189,0.6545961002785516
56,48,8,0.631578947368421,0.8571428571428571,0.7272727272727273,0.7999999999999999,0.6666666666666667
57,48,9,0.631578947368421,0.8421052631578947,0.7218045112781954,0.7894736842105263,0.6648199445983379
58,48,10,0.631578947368421,0.8275862068965517,0.716417910447761,0.7792207792207793,0.6629834254143646
59,48,11,0.631578947368421,0.8135593220338984,0.7111111111111111,0.7692307692307693,0.6611570247933883
60,48,12,0.631578947368421,0.8,0.7058823529411765,0.759493670886076,0.6593406593406592
61,49,12,0.6447368421052632,0.8032786885245902,0.7153284671532848,0.7656249999999999,0.6712328767123287
62,49,13,0.6447368421052632,0.7903225806451613,0.7101449275362319,0.7561728395061728,0.6693989071038251
63,49,14,0.6447368421052632,0.7777777777777778,0.7050359712230216,0.7469512195121952,0.667574931880109
64,50,14,0.6578947368421053,0.78125,0.7142857142857143,0.7530120481927711,0.6793478260869565
65,50,15,0.6578947368421053,0.7692307692307693,0.7092198581560285,0.7440476190476192,0.6775067750677508
66,50,16,0.6578947368421053,0.7575757575757576,0.704225352112676,0.7352941176470588,0.6756756756756758
67,50,17,0.6578947368421053,0.746268656716418,0.6993006993006994,0.7267441860465117,0.6738544474393532
68,50,18,0.6578947368421053,0.7352941176470589,0.6944444444444445,0.7183908045977011,0.6720430107526881
69,50,19,0.6578947368421053,0.7246376811594203,0.689655172413793,0.7102272727272727,0.6702412868632708
70,51,19,0.6710526315789473,0.7285714285714285,0.6986301369863013,0.7162921348314607,0.6818181818181819
71,51,20,0.6710526315789473,0.7183098591549296,0.6938775510204082,0.7083333333333334,0.6799999999999999
72,51,21,0.6710526315789473,0.7083333333333334,0.6891891891891891,0.7005494505494505,0.6781914893617021
73,51,22,0.6710526315789473,0.6986301369863014,0.6845637583892618,0.6929347826086957,0.6763925729442971
74,51,23,0.6710526315789473,0.6891891891891891,0.68,0.6854838709677419,0.6746031746031745
75,51,24,0.6710526315789473,0.68,0.6754966887417219,0.6781914893617021,0.6728232189973615
76,51,25,0.6710526315789473,0.6710526315789473,0.6710526315789473,0.6710526315789473,0.6710526315789473
77,52,25,0.6842105263157895,0.6753246753246753,0.6797385620915033,0.6770833333333333,0.6824146981627296
78,52,26,0.6842105263157895,0.6666666666666666,0.6753246753246753,0.6701030927835052,0.680628272251309
79,53,26,0.6973684210526315,0.6708860759493671,0.6838709677419355,0.6760204081632653,0.6919060052219321
80,54,26,0.7105263157894737,0.675,0.6923076923076923,0.6818181818181818,0.7031249999999999
81,55,26,0.7236842105263158,0.6790123456790124,0.7006369426751592,0.6875,0.7142857142857142
82,55,27,0.7236842105263158,0.6707317073170732,0.6962025316455697,0.6806930693069307,0.7124352331606219
83,56,27,0.7368421052631579,0.6746987951807228,0.7044025157232704,0.6862745098039216,0.7235142118863049
84,56,28,0.7368421052631579,0.6666666666666666,0.7,0.6796116504854368,0.7216494845360824
85,56,29,0.7368421052631579,0.6588235294117647,0.6956521739130435,0.673076923076923,0.7197943444730076
86,56,30,0.7368421052631579,0.6511627906976745,0.6913580246913581,0.6666666666666667,0.717948717948718
87,57,30,0.75,0.6551724137931034,0.6993865030674846,0.6721698113207547,0.7289002557544757
88,58,30,0.7631578947368421,0.6590909090909091,0.7073170731707317,0.6775700934579438,0.7397959183673469
89,58,31,0.7631578947368421,0.651685393258427,0.703030303030303,0.6712962962962964,0.7379134860050891
90,58,32,0.7631578947368421,0.6444444444444445,0.6987951807228916,0.6651376146788991,0.7360406091370558
91,59,32,0.7763157894736842,0.6483516483516484,0.7065868263473054,0.6704545454545455,0.7468354430379747
92,59,33,0.7763157894736842,0.6413043478260869,0.7023809523809524,0.6644144144144144,0.7449494949494949
93,60,33,0.7894736842105263,0.6451612903225806,0.7100591715976331,0.6696428571428572,0.7556675062972293
94,60,34,0.7894736842105263,0.6382978723404256,0.7058823529411764,0.663716814159292,0.7537688442211053
95,60,35,0.7894736842105263,0.631578947368421,0.7017543859649122,0.6578947368421053,0.7518796992481204
96,60,36,0.7894736842105263,0.625,0.6976744186046512,0.6521739130434783,0.7499999999999999
97,60,37,0.7894736842105263,0.6185567010309279,0.6936416184971099,0.6465517241379312,0.7481296758104738
98,61,37,0.8026315789473685,0.6224489795918368,0.7011494252873564,0.6517094017094018,0.7587064676616916
99,62,37,0.8157894736842105,0.6262626262626263,0.7085714285714285,0.6567796610169492,0.7692307692307693
100,62,38,0.8157894736842105,0.62,0.7045454545454546,0.6512605042016807,0.7673267326732673
101,62,39,0.8157894736842105,0.6138613861386139,0.7005649717514125,0.6458333333333333,0.7654320987654321
102,63,39,0.8289473684210527,0.6176470588235294,0.7078651685393259,0.6508264462809917,0.7758620689655172
103,63,40,0.8289473684210527,0.6116504854368932,0.7039106145251397,0.6454918032786885,0.773955773955774
104,63,41,0.8289473684210527,0.6057692307692307,0.7,0.6402439024390243,0.7720588235294118
105,63,42,0.8289473684210527,0.6,0.6961325966850828,0.6350806451612903,0.7701711491442543
106,63,43,0.8289473684210527,0.5943396226415094,0.6923076923076923,0.63,0.7682926829268293
107,63,44,0.8289473684210527,0.5887850467289719,0.6885245901639344,0.625,0.7664233576642336
108,63,45,0.8289473684210527,0.5833333333333334,0.6847826086956521,0.6200787401574803,0.7645631067961166
109,63,46,0.8289473684210527,0.5779816513761468,0.6810810810810811,0.615234375,0.7627118644067796
110,64,46,0.8421052631578947,0.5818181818181818,0.6881720430107526,0.6201550387596899,0.7729468599033816
111,64,47,0.8421052631578947,0.5765765765765766,0.6844919786096256,0.6153846153846154,0.7710843373493975
112,65,47,0.8552631578947368,0.5803571428571429,0.6914893617021277,0.6202290076335879,0.7812500000000001
113,65,48,0.8552631578947368,0.5752212389380531,0.6878306878306878,0.6155303030303032,0.7793764988009594
114,65,49,0.8552631578947368,0.5701754385964912,0.6842105263157894,0.6109022556390977,0.777511961722488
115,65,50,0.8552631578947368,0.5652173913043478,0.6806282722513088,0.6063432835820894,0.7756563245823388
116,65,51,0.8552631578947368,0.5603448275862069,0.6770833333333334,0.6018518518518519,0.7738095238095238
117,65,52,0.8552631578947368,0.5555555555555556,0.6735751295336787,0.5974264705882353,0.7719714964370546
118,65,53,0.8552631578947368,0.5508474576271186,0.6701030927835051,0.5930656934306568,0.7701421800947866
119,65,54,0.8552631578947368,0.5462184873949579,0.6666666666666666,0.5887681159420289,0.768321513002364
120,65,55,0.8552631578947368,0.5416666666666666,0.6632653061224489,0.5845323741007193,0.7665094339622641
121,65,56,0.8552631578947368,0.5371900826446281,0.6598984771573604,0.5803571428571428,0.7647058823529411
122,65,57,0.8552631578947368,0.5327868852459017,0.6565656565656567,0.5762411347517731,0.7629107981220657
123,65,58,0.8552631578947368,0.5284552845528455,0.6532663316582914,0.5721830985915493,0.7611241217798594
124,65,59,0.8552631578947368,0.5241935483870968,0.65,0.5681818181818182,0.7593457943925235
125,65,60,0.8552631578947368,0.52,0.6467661691542289,0.5642361111111112,0.7575757575757577
126,65,61,0.8552631578947368,0.5158730158730159,0.6435643564356437,0.560344827586207,0.7558139534883722
127,65,62,0.8552631578947368,0.5118110236220472,0.6403940886699507,0.5565068493150686,0.7540603248259862
128,65,63,0.8552631578947368,0.5078125,0.6372549019607844,0.5527210884353742,0.7523148148148149
129,65,64,0.8552631578947368,0.5038759689922481,0.6341463414634146,0.5489864864864865,0.7505773672055428
130,65,65,0.8552631578947368,0.5,0.6310679611650486,0.5453020134228188,0.7488479262672811
131,65,66,0.8552631578947368,0.4961832061068702,0.6280193236714976,0.5416666666666667,0.7471264367816092
132,65,67,0.8552631578947368,0.49242424242424243,0.6249999999999999,0.5380794701986754,0.7454128440366973
133,65,68,0.8552631578947368,0.48872180451127817,0.6220095693779905,0.5345394736842105,0.7437070938215102
134,65,69,0.8552631578947368,0.48507462686567165,0.6190476190476191,0.5310457516339869,0.7420091324200913
135,65,70,0.8552631578947368,0.48148148148148145,0.6161137440758293,0.5275974025974026,0.7403189066059225
136,65,71,0.8552631578947368,0.47794117647058826,0.6132075471698114,0.5241935483870968,0.7386363636363635
137,65,72,0.8552631578947368,0.4744525547445255,0.6103286384976525,0.5208333333333331,0.7369614512471654
138,65,73,0.8552631578947368,0.47101449275362317,0.6074766355140186,0.517515923566879,0.7352941176470589
139,65,74,0.8552631578947368,0.4676258992805755,0.6046511627906976,0.5142405063291138,0.7336343115124153
140,65,75,0.8552631578947368,0.4642857142857143,0.6018518518518519,0.5110062893081762,0.731981981981982
141,65,76,0.8552631578947368,0.46099290780141844,0.5990783410138248,0.5078125,0.7303370786516854
142,65,77,0.8552631578947368,0.45774647887323944,0.5963302752293578,0.5046583850931676,0.7286995515695066
143,65,78,0.8552631578947368,0.45454545454545453,0.5936073059360731,0.5015432098765431,0.7270693512304249
144,65,79,0.8552631578947368,0.4513888888888889,0.5909090909090908,0.4984662576687117,0.7254464285714286
145,65,80,0.8552631578947368,0.4482758620689655,0.5882352941176471,0.49542682926829257,0.7238307349665923
146,65,81,0.8552631578947368,0.4452054794520548,0.5855855855855855,0.4924242424242423,0.7222222222222222
147,65,82,0.8552631578947368,0.4421768707482993,0.5829596412556054,0.4894578313253012,0.720620842572062
148,65,83,0.8552631578947368,0.4391891891891892,0.5803571428571429,0.48652694610778446,0.7190265486725663
149,65,84,0.8552631578947368,0.436241610738255,0.5777777777777777,0.48363095238095244,0.717439293598234
150,65,85,0.8552631578947368,0.43333333333333335,0.575221238938053,0.4807692307692309,0.7158590308370045
151,66,85,0.868421052631579,0.4370860927152318,0.5814977973568282,0.4852941176470589,0.7252747252747254
152,66,86,0.868421052631579,0.4342105263157895,0.5789473684210527,0.4824561403508772,0.7236842105263157
153,66,87,0.868421052631579,0.43137254901960786,0.5764192139737991,0.4796511627906977,0.7221006564551424
154,66,88,0.868421052631579,0.42857142857142855,0.5739130434782609,0.476878612716763,0.7205240174672489
155,66,89,0.868421052631579,0.4258064516129032,0.5714285714285714,0.47413793103448276,0.7189542483660132
156,66,90,0.868421052631579,0.4230769230769231,0.5689655172413792,0.4714285714285715,0.7173913043478262
157,66,91,0.868421052631579,0.42038216560509556,0.5665236051502145,0.46875,0.7158351409978307
158,66,92,0.868421052631579,0.4177215189873418,0.5641025641025641,0.46610169491525427,0.7142857142857144
159,66,93,0.868421052631579,0.41509433962264153,0.5617021276595745,0.46348314606741575,0.712742980561555
160,66,94,0.868421052631579,0.4125,0.5593220338983051,0.46089385474860334,0.7112068965517241
161,66,95,0.868421052631579,0.40993788819875776,0.5569620253164558,0.4583333333333333,0.7096774193548386
162,66,96,0.868421052631579,0.4074074074074074,0.5546218487394958,0.45580110497237564,0.7081545064377682
163,66,97,0.868421052631579,0.4049079754601227,0.5523012552301255,0.45329670329670324,0.7066381156316915
164,66,98,0.868421052631579,0.4024390243902439,0.5499999999999999,0.45081967213114754,0.7051282051282051
165,66,99,0.868421052631579,0.4,0.5477178423236514,0.4483695652173913,0.7036247334754797
166,66,100,0.868421052631579,0.39759036144578314,0.5454545454545454,0.445945945945946,0.7021276595744682
167,66,101,0.868421052631579,0.39520958083832336,0.54320987654321,0.44354838709677413,0.7006369426751593
168,66,102,0.868421052631579,0.39285714285714285,0.5409836065573771,0.4411764705882353,0.6991525423728814
169,66,103,0.868421052631579,0.3905325443786982,0.5387755102040817,0.4388297872340426,0.6976744186046512
170,66,104,0.868421052631579,0.38823529411764707,0.5365853658536586,0.4365079365079365,0.6962025316455697
171,67,104,0.881578947368421,0.391812865497076,0.5425101214574899,0.4407894736842105,0.7052631578947368
172,68,104,0.8947368421052632,0.3953488372093023,0.5483870967741935,0.4450261780104712,0.7142857142857143
173,69,104,0.9078947368421053,0.3988439306358382,0.5542168674698795,0.44921875000000006,0.7232704402515724
174,69,105,0.9078947368421053,0.39655172413793105,0.5519999999999999,0.44689119170984465,0.7217573221757323
175,69,106,0.9078947368421053,0.3942857142857143,0.549800796812749,0.4445876288659794,0.720250521920668
176,69,107,0.9078947368421053,0.39204545454545453,0.5476190476190476,0.4423076923076924,0.71875
177,69,108,0.9078947368421053,0.3898305084745763,0.5454545454545455,0.4400510204081633,0.7172557172557172
178,69,109,0.9078947368421053,0.38764044943820225,0.5433070866141733,0.43781725888324874,0.7157676348547719
179,69,110,0.9078947368421053,0.3854748603351955,0.5411764705882354,0.43560606060606055,0.7142857142857142
180,69,111,0.9078947368421053,0.38333333333333336,0.5390625000000001,0.43341708542713564,0.712809917355372
181,70,111,0.9210526315789473,0.3867403314917127,0.5447470817120622,0.43750000000000006,0.7216494845360826
182,71,111,0.9342105263157895,0.3901098901098901,0.5503875968992248,0.4415422885572139,0.7304526748971193
183,72,111,0.9473684210526315,0.39344262295081966,0.555984555984556,0.4455445544554455,0.7392197125256673
184,73,111,0.9605263157894737,0.3967391304347826,0.5615384615384615,0.4495073891625616,0.7479508196721312
185,74,111,0.9736842105263158,0.4,0.5670498084291188,0.4534313725490196,0.7566462167689161
186,75,111,0.9868421052631579,0.4032258064516129,0.5725190839694656,0.4573170731707317,0.7653061224489796
187,76,111,1.0,0.40641711229946526,0.5779467680608364,0.4611650485436894,0.7739307535641547
